UserName   |   Score   |   Level  |  Time  |  Final Score
----------------------------------------------------------
Emir|0|0.0|12
Emir|0|0.0|12
Emir|0|0.0|12
Emir|5|1.0|12
Emir|0|0.0|12
Emir|0|0.0|9
qwe|50|10.0|7
qwe|50|10.0|8
qwe|50|10.0|10
123|5|1.0|6
mert|5|1.0|10
mert|10|2.0|8
mert|10|2.0|7
Emir|15|3.0|6
Emir|15|3.0|6
Mert|15|3.0|10
Mert|15|3.0|10
|0|0.0|10
Mert|5|1.0|7
Mert|5|1.0|10
Mert|5|1.0|10

Emir|50|10.0|8
123|35|7.0|0
